TIDM,Issuer Name,Instrument Name,ISIN,MiFIR Identifier Code,MiFIR Identifier Description,ICB Industry,ICB Super-Sector Name,Start date,Country of Incorporation,Trading Currency,LSE Market,FCA Listing Category,Market Segment Code,Market Sector Code
JPEH,SSGA SPDR ETFS EUROPE I PLC,DR MSCI JAPAN EUR HDG UCITS ETF,IE00BZ0G8C04,ETFS,ETFs,Financials,Financial Services ,42340,Ireland,EUR,MAIN MARKET,,EUET,UETY
JPJP,SSGA SPDR ETFS EUROPE I PLC,SPDR MSCI JAPAN UCITS ETF,IE00BZ0G8B96,ETFS,ETFs,Financials,Financial Services ,42340,Ireland,GBP,MAIN MARKET,,EUET,UETY
LCRP,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC  10+ US CORP BD UCITS ETF,IE00BZ0G8860,ETFS,ETFs,Financials,Financial Services ,42342,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
LGOV,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC 10+ EURO GOV BD UCITS ETF,IE00BYSZ6062,ETFS,ETFs,Financials,Financial Services ,42422,Ireland,EUR,MAIN MARKET,,EUET,UETY
LOWV,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P 500 LOW VOLATILITY UCITS ETF,IE00B802KR88,ETFS,ETFs,Financials,Financial Services ,41187,Ireland,USD,MAIN MARKET,,EUET,UETY
LUSC,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC  10+ US CORP BD UCITS ETF,IE00BZ0G8860,ETFS,ETFs,Financials,Financial Services ,42342,Ireland,USD,MAIN MARKET,,EUET,UETY
LUTR,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC 10+ US TRSY BD UCITS ETF,IE00BYSZ5V04,ETFS,ETFs,Financials,Financial Services ,42422,Ireland,USD,MAIN MARKET,,EUET,UETY
PADV,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P PAN ASIA DIVIDEND UCITS ETF,IE00B9KNR336,ETFS,ETFs,Financials,Financial Services ,41411,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
SEUC,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC  0-3 EURO CORPORATE BOND,IE00BC7GZW19,ETFS,ETFs,Financials,Financial Services ,41519,Ireland,EUR,MAIN MARKET,,EUET,UETY
SJNK,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC 0-5 YR US HIGH YIELD BOND,IE00B99FL386,ETFS,ETFs,Financials,Financial Services ,41540,Ireland,USD,MAIN MARKET,,EUET,UETY
SPX5,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P 500 UCITS ETF,IE00B6YX5C33,ETFS,ETFs,Financials,Financial Services ,40989,Ireland,GBP,MAIN MARKET,,EUET,UETY
SPY4,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P 400 US MID CAP UCITS ETF,IE00B4YBJ215,ETFS,ETFs,Financials,Financial Services ,40941,Ireland,USD,MAIN MARKET,,EUET,UETY
SPY5,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P 500 UCITS ETF,IE00B6YX5C33,ETFS,ETFs,Financials,Financial Services ,40989,Ireland,USD,MAIN MARKET,,EUE2,UE2K
SUSC,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC 0-3 US CORPORATE BOND,IE00BC7GZX26,ETFS,ETFs,Financials,Financial Services ,41519,Ireland,USD,MAIN MARKET,,EUET,UETY
SUSD,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC  0-3 US CORPORATE BOND,IE00BC7GZX26,ETFS,ETFs,Financials,Financial Services ,41519,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
SWLD,SSGA SPDR ETFS EUROPE I PLC,SPDR MSCI WORLD UCITS ETF,IE00BFY0GT14,ETFS,ETFs,Financials,Financial Services ,43528,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
SWRD,SSGA SPDR ETFS EUROPE I PLC,SPDR MSCI WORLD UCITS ETF,IE00BFY0GT14,ETFS,ETFs,Financials,Financial Services ,43528,Ireland,USD,MAIN MARKET,,EUET,UETY
TIPS,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC US TIPS UCITS ETF,IE00BZ0G8977,ETFS,ETFs,Financials,Financial Services ,42342,Ireland,USD,MAIN MARKET,,EUET,UETY
TRS3,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC 1-3 US TREASURY BOND,IE00BC7GZJ81,ETFS,ETFs,Financials,Financial Services ,41519,Ireland,USD,MAIN MARKET,,EUET,UETY
TRS5,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC 3-7 US TRSY BD UCITS ETF,IE00BYSZ5R67,ETFS,ETFs,Financials,Financial Services ,42422,Ireland,USD,MAIN MARKET,,EUET,UETY
TRSX,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC 7-10 US TRSY BD UCITS ETF,IE00BYSZ5T81,ETFS,ETFs,Financials,Financial Services ,42422,Ireland,USD,MAIN MARKET,,EUET,UETY
TRSY,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC US TREAS BOND ETF,IE00B44CND37,ETFS,ETFs,Financials,Financial Services ,40750,Ireland,USD,MAIN MARKET,,EUET,UETY
TSY3,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC 1-3 US TREASURY BOND,IE00BC7GZJ81,ETFS,ETFs,Financials,Financial Services ,41519,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
UDVD,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P US DIVIDEND ARISTOCRATS ETF $,IE00B6YX5D40,ETFS,ETFs,Financials,Financial Services ,40836,Ireland,USD,MAIN MARKET,,EUE2,UE2K
UKCO,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC STERLING CORP BOND UCITS ETF,IE00B4694Z11,ETFS,ETFs,Financials,Financial Services ,41050,Ireland,GBP,MAIN MARKET,,EUET,UETY
UKDV,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P UK DIVIDEND ARISTOCRAT UCIT ETF,IE00B6S2Z822,ETFS,ETFs,Financials,Financial Services ,40969,Ireland,GBP,MAIN MARKET,,EUET,UETY
USAG,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC US AGG BOND UCITS ETF,IE00B459R192,ETFS,ETFs,Financials,Financial Services ,40750,Ireland,USD,MAIN MARKET,,EUET,UETY
USCR,SSGA SPDR ETFS EUROPE I PLC,SPDR BB SASB US CORP ESG UCITS ETF (ACC),IE00BLF7VX27,ETFS,ETFs,Financials,Financial Services ,44131,Ireland,USD,MAIN MARKET,,EUET,UETY
USDV,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P US DIVIDEND ARISTOCRATS UCITETF,IE00B6YX5D40,ETFS,ETFs,Financials,Financial Services ,40836,Ireland,GBP,MAIN MARKET,,EUET,UETY
USLV,SSGA SPDR ETFS EUROPE I PLC,SPDR S&P 500 LOW VOLATILITY UCITS ETF,IE00B802KR88,ETFS,ETFs,Financials,Financial Services ,41187,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
USTY,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC  US TREAS BOND ETF,IE00B44CND37,ETFS,ETFs,Financials,Financial Services ,42265,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
UTIP,SSGA SPDR ETFS EUROPE I PLC,SPDR BBARC US TIPS UCITS ETF,IE00BZ0G8977,ETFS,ETFs,Financials,Financial Services ,42342,Ireland,GBP,MAIN MARKET,,EUE2,UE2K
SSPG,SSP GROUP PLC,ORD 1 17/200P,GB00BGBN7C04,SHRS,Shares,Consumer Discretionary,Travel and Leisure,43570,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
STAF,STAFFLINE GROUP PLC,ORD 10P,GB00B040L800,SHRS,Shares,Industrials,Industrial Goods and Services,38617,United Kingdom,GBX,AIM,,AMSM,ASM6
SGC,STAGECOACH GROUP PLC,ORD 125/228P,GB00B6YTLS95,SHRS,Shares,Consumer Discretionary,Travel and Leisure,40826,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
STAN,STANDARD CHARTERED PLC,ORD USD0.50,GB0004082847,SHRS,Shares,Financials,Banks,37949,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FE10
SLA,STANDARD LIFE ABERDEEN PLC,ORD 13 61/63P,GB00BF8Q6K64,SHRS,Shares,Financials,Financial Services ,43395,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
SLI,STANDARD LIFE INVESTMENTS PROPERTY INCOME TRUST LD,ORD 1P,GB0033875286,SHRS,Shares,Real Estate,Real Estate ,38796,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
SLPE,STANDARD LIFE PRIVATE EQUITY TRUST PLC,ORD 0.2P,GB0030474687,SHRS,Shares,Financials,Financial Services ,38705,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
SLS,STANDARD LIFE UK SMALLER COMPANIES TRUST PLC,ORD 25P,GB0002959582,SHRS,Shares,Financials,Financial Services ,35171,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
SGI,STANLEY GIBBONS GROUP PLC,ORD 1P,GB0009628438,SHRS,Shares,Consumer Discretionary,Retail ,38798,Jersey,GBX,AIM,,ASX1,AIMP
STAR,STARCOM PLC,ORD NPV,JE00B8WSDY21,SHRS,Shares,Technology,Technology,41332,Jersey,GBX,AIM,,ASQ1,AMQ1
OBOR,STARCREST EDUCATION THE BELT & ROAD LIMITED,ORD 1P (DI),KYG843791099,SHRS,Shares,Financials,Financial Services ,43496,Cayman Islands,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
STA,STAR PHOENIX GROUP LTD,ORD NPV (DI),AU0000067084,SHRS,Shares,Energy,Energy,43804,Australia,GBX,AIM,,ASQ1,AMQ1
SVE,STARVEST PLC,ORD 1P,GB0009619817,SHRS,Shares,Financials,Financial Services ,38253,United Kingdom,GBX,AIM,,ASX1,AIMP
SWEF,STARWOOD EUROPEAN REAL ESTATE FINANCE LIMITED,ORD NPV,GG00B79WC100,SHRS,Shares,Financials,Financial Services ,41260,Guernsey,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC6
SBIA,STATE BANK OF INDIA,GDR (EACH REPR 10 SHS INR1)(144A),US8565521049,DPRS,Depositary receipts,Financials,Banks,39099,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,MISC,INPE
SBID,STATE BANK OF INDIA,GDR (EACH REP 10 SHS INR1)(REG S),US8565522039,DPRS,Depositary receipts,Financials,Banks,39099,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,IOBE,IPHE
SAUA,STEEL AUTHORITY OF INDIA LD,GDR (EACH REPR 15 SHS OF INR10)(144 A),US8580551062,DPRS,Depositary receipts,Basic Materials,Basic Resources,39099,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,MISC,INPD
SAUD,STEEL AUTHORITY OF INDIA LD,GDR (REPR 15 SHS INRP10)(REG S),US8580552052,DPRS,Depositary receipts,Basic Materials,Basic Resources,39099,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,IOBU,IPLN
STP,STENPROP LIMITED,ORD EUR0.000001258,GG00BFWMR296,SHRS,Shares,Real Estate,Real Estate ,43266,Guernsey,GBX,MAIN MARKET - SFS,,SFM1,SFML
STCM,STEPPE CEMENT LTD,ORD NPV,MYA004433001,SHRS,Shares,Industrials,Construction and Materials,38610,Malaysia,GBX,AIM,,ASX1,AIMP
SEY,STERLING ENERGY PLC,ORD 10P,GB00B4X3Q493,SHRS,Shares,Energy,Energy,40170,United Kingdom,GBX,AIM,,AMSM,ASM6
STEM,STHREE PLC,ORD 1P,GB00B0KM9T71,SHRS,Shares,Industrials,Industrial Goods and Services,38884,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
STIL,STILFONTEIN GOLD MINING CO LD,R0.50,ZAE000007118,SHRS,Shares,,,38257,South Africa,GBX,MAIN MARKET,Standard Shares,SSX4,SXSN
SJH,ST JAMES HOUSE PLC,ORD 1P,GB00BHXM9D70,SHRS,Shares,Consumer Discretionary,Travel and Leisure,43529,United Kingdom,GBX,AIM,,ASX1,AIMP
STJ,ST. JAMES'S PLACE PLC,ORD 15P,GB0007669376,SHRS,Shares,Financials,Financial Services ,38978,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SET1,FS10
STM,STM GROUP PLC,ORD 0.1P,IM00B1S9KY98,SHRS,Shares,Financials,Financial Services ,39169,Isle of Man,GBX,AIM,,ASX1,AIMP
SMP,ST.MODWEN PROPERTIES PLC,ORD 10P,GB0007291015,SHRS,Shares,Real Estate,Real Estate ,37977,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
STCK,STOCK SPIRITS GROUP PLC,ORD 10P,GB00BF5SDZ96,SHRS,Shares,Consumer Staples ,"Food, Beverage and Tobacco ",41569,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
SPPC,ST PETER PORT CAPITAL LIMITED,ORD NPV,GG00B1V4NS68,SHRS,Shares,Financials,Financial Services ,39188,Guernsey,GBX,AIM,,ASX1,AIMP
STHP,STRANGER HOLDINGS PLC,ORD GBP0.001,GB00BYWLRL80,SHRS,Shares,Financials,Financial Services ,42748,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
SEC,STRATEGIC EQUITY CAPITAL PLC,ORD 10P,GB00B0BDCB21,SHRS,Shares,Financials,Financial Services ,38552,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
SML,STRATEGIC MINERALS PLC,ORD 0.1P,GB00B4W8PD74,SHRS,Shares,Basic Materials,Basic Resources,40702,United Kingdom,GBX,AIM,,ASQ1,AMQ1
KETL,STRIX GROUP PLC,ORD 1P,IM00BF0FMG91,SHRS,Shares,Industrials,Industrial Goods and Services,42955,Isle of Man,GBX,AIM,,AMSM,ASM6
STU,STUDIO RETAIL GROUP PLC ,ORD 10P,GB00B8B4R053,SHRS,Shares,Consumer Discretionary,Retail ,41373,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
STVG,STV GROUP PLC,ORD 50P,GB00B3CX3644,SHRS,Shares,Consumer Discretionary,Media,39722,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC6
SBXA,SUBEX LIMITED,GDR (EACH REPR 1 ORD INR10.00)(144A),US86428R4002,DPRS,Depositary receipts,Technology,Technology,39150,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,MISC,INPE
SUBX,SUBEX LIMITED,GDR (EACH REPR 1 ORD INR10.00)(REGS),US86428R2022,DPRS,Depositary receipts,Technology,Technology,39154,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,IOBU,IPLN
SWC,SUMMERWAY CAPITAL PLC,ORD 1P,GB00BDQYGP38,SHRS,Shares,Financials,Financial Services ,43392,United Kingdom,GBX,AIM,,ASQ1,AMQ1
SUMO,SUMO GROUP PLC,ORD GBP0.01,GB00BD3HV384,SHRS,Shares,Consumer Discretionary,Consumer Products and Services,43090,United Kingdom,GBX,AIM,,AMSM,AS50
SUPA,SUNPLUS TECHNOLOGY CO LD,GDR (EACH REPR 2 ORD TWD10) (144A),US86764M3043,DPRS,Depositary receipts,Technology,Technology,39437,Taiwan,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,MISC,INPE
SUPD,SUNPLUS TECHNOLOGY CO LD,GDR(EACH REPR 2 ORD TWD10)(REG S),US86764M4033,DPRS,Depositary receipts,Technology,Technology,39177,Taiwan,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,IOBU,IPLN
SRES,SUNRISE RESOURCES PLC,ORD 0.1P,GB00B075Z681,SHRS,Shares,Basic Materials,Basic Resources,38509,United Kingdom,GBX,AIM,,ASX1,AIMP
SDRY,SUPERDRY PLC,ORD 5P,GB00B60BD277,SHRS,Shares,Consumer Discretionary,Consumer Products and Services,40261,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
SUPR,SUPERMARKET INCOME REIT PLC,ORD GBP0.01,GB00BF345X11,SHRS,Shares,Real Estate,Real Estate ,42937,United Kingdom,GBX,MAIN MARKET - SFS,,SFM2,SFQQ
46IE,S & U PLC,6% CUM PRF #1,GB0007655250,SHRS,Shares,Financials,Financial Services ,37435,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSX4,SXSN
47IE,S & U PLC,31.5% CUM PRF 12 1/2P,GB0007655474,SHRS,Shares,Financials,Financial Services ,37435,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSX4,SXSN
SUS,S & U PLC,ORD 12 1/2P,GB0007655037,SHRS,Shares,Financials,Financial Services ,36420,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,SSMM,SSC5
SYME,SUPPLY@ME CAPITAL PLC,ORD 0.002P,GB00BFMDJC60,SHRS,Shares,Technology,Technology,43913,United Kingdom,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
SUP,SUPREME PLC,ORD 10P,GB00BDT89C08,SHRS,Shares,Consumer Staples ,"Personal Care, Drug and Grocery Stores ",44228,United Kingdom,GBX,AIM,,ASQ1,AMQ1
SUR,SURESERVE GROUP PLC,ORD 10P,GB00BSKS1M86,SHRS,Shares,Industrials,Industrial Goods and Services,42086,United Kingdom,GBX,AIM,,ASQ1,AMQ1
SURE,SURE VENTURES PLC,ORD GBP0.01,GB00BYWYZ460,SHRS,Shares,Financials,Financial Services ,43119,United Kingdom,GBX,MAIN MARKET - SFS,,SFM2,SFQQ
SCE,SURFACE TRANSFORMS PLC,ORD 1P,GB0002892528,SHRS,Shares,Consumer Discretionary,Automobiles and Parts,37523,United Kingdom,GBX,AIM,,ASX1,AIMP
SUN,SURGICAL INNOVATIONS GROUP PLC,ORD 1P,GB0004016704,SHRS,Shares,Health Care ,Health Care  ,36679,United Kingdom,GBX,AIM,,ASX1,AIMP
SGGD,SURGUTNEFTEGAS PUBLIC JOINT STOCK COMPANY,ADR (EACH REPR 10 ORD),US8688612048,DPRS,Depositary receipts,Energy,Energy,38257,Russian Federation,USD,ADMISSION TO TRADING ONLY,,IOBE,INHE
SUH,SUTTON HARBOUR GROUP PLC,ORD 1P,GB0008659202,SHRS,Shares,Industrials,Industrial Goods and Services,36679,United Kingdom,GBX,AIM,,ASX1,AIMP
SVM,SVM UK EMERGING FUND PLC,ORD 5P,GB0000684174,SHRS,Shares,Financials,Financial Services ,36817,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSQ3,SQQ3
SLP,SYLVANIA PLATINUM LIMITED,CMN SHS USD0.01 (DI),BMG864081044,SHRS,Shares,Basic Materials,Basic Resources,40627,Bermuda,GBX,AIM,,ASQ1,AMQ1
SYM,SYMPHONY ENVIRONMENTAL TECHNOLOGIES PLC,ORD 1P,GB0009589168,SHRS,Shares,Industrials,Industrial Goods and Services,37225,United Kingdom,GBX,AIM,,ASX1,AIMP
SIHL,SYMPHONY INTERNATIONAL HOLDINGS LD,ORD NPV (CDI),VGG548121059,SHRS,Shares,Financials,Financial Services ,39294,British Virgin Islands,USD,MAIN MARKET,Standard Shares,SSMU,SMEW
SNG,SYNAIRGEN PLC,ORD 1P,GB00B0381Z20,SHRS,Shares,Health Care ,Health Care  ,38526,United Kingdom,GBX,AIM,,AMSM,ASM6
SYNC,SYNCONA LIMITED,ORD NPV,GG00B8P59C08,SHRS,Shares,Financials,Financial Services ,41208,Guernsey,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,STMM,F25F
SNX,SYNECTICS PLC,ORD 20P,GB0007156838,SHRS,Shares,Industrials,Industrial Goods and Services,37271,United Kingdom,GBX,AIM,,ASX1,AIMP
SYNT,SYNTHOMER PLC,ORD 10P,GB0009887422,SHRS,Shares,Basic Materials,Chemicals,38887,United Kingdom,GBX,MAIN MARKET,Premium Equity Commercial Companies,STMM,F25F
SYS,SYSGROUP PLC,ORD 1P,GB00BYT18182,SHRS,Shares,Technology,Technology,42557,United Kingdom,GBX,AIM,,ASQ1,AMQ1
SYS1,SYSTEM1 GROUP PLC,ORD 1P,GB00B1GVQH21,SHRS,Shares,Consumer Discretionary,Media,39161,United Kingdom,GBX,AIM,,ASX1,AIMP
TABS,TABULA ICAV,TAB N.A CDX HY SHORT ETF,IE00BH057J13,ETFS,ETFs,,,44019,Ireland,USD,MAIN MARKET,,EUET,UETY
TCED,TABULA ICAV,TABULA EUR PERF CREDIT ETF CLASS G EUR,IE00BG0J8L59,ETFS,ETFs,,,43403,Ireland,EUR,MAIN MARKET,,EUET,UET5
TCEG,TABULA ICAV,TAB EUR PERF CREDIT UCITS ETF GBP H DIST,IE00BF2T2N67,ETFS,ETFs,,,43655,Ireland,GBP,MAIN MARKET,,EUET,UET5
TCEP,TABULA ICAV,TABULA EUR PERF CREDIT ETF CLASS J EUR,IE00BG0J8M66,ETFS,ETFs,,,43350,Ireland,EUR,MAIN MARKET,,EUET,UET5
TECC,TABULA ICAV,TABULA EUR ITRAXX CROSS ETF CLASS J EUR,IE00BH059L74,ETFS,ETFs,,,43476,Ireland,EUR,MAIN MARKET,,EUET,UET5
TECS,TABULA ICAV,TABULA EUR ITRAXX SHORT ETF CLASS J EUR,IE00BH05CB83,ETFS,ETFs,,,43524,Ireland,EUR,MAIN MARKET,,EUET,UET5
TINF,TABULA ICAV,TAB US ENH. INFLATION ETF,IE00BMDWWS85,ETFS,ETFs,,,44138,Ireland,USD,MAIN MARKET,,EUET,UETY
TING,TABULA ICAV,TAB US ENH. INFLATION ETF,IE00BN0T9H70,ETFS,ETFs,,,44160,Ireland,GBP,MAIN MARKET,,EUET,UETY
TTRX,TABULA ICAV,TAB EUR ITRAXX IG BOND ETF (EUR) - DIST,IE00BL6XZW69,ETFS,ETFs,,,43838,Ireland,EUR,MAIN MARKET,,EUET,UETY
TVOL,TABULA ICAV,TABULA J.P MORGAN GLOBAL CREDIT VOL EUR,IE00BHPGG813,ETFS,ETFs,,,43558,Ireland,EUR,MAIN MARKET,,EUET,UET5
TND,TANDEM GROUP PLC,ORD 25P,GB00B460T373,SHRS,Shares,Consumer Discretionary,Consumer Products and Services,40081,United Kingdom,GBX,AIM,,ASX1,AIMP
TAN,TANFIELD GROUP PLC,ORD 5P,GB00B4QHFM95,SHRS,Shares,Industrials,Industrial Goods and Services,39983,United Kingdom,GBX,AIM,,AMSM,ASM6
THRL,TARGET HEALTHCARE REIT PLC,ORD 1P,GB00BJGTLF51,SHRS,Shares,Real Estate,Real Estate ,43684,United Kingdom,GBX,MAIN MARKET,Premium Equity Closed Ended Investment Funds,SSMM,SSC5
TKO,TASEKO MINES LIMITED,COM SHS NPV (DI),CA8765111064,SHRS,Shares,Basic Materials,Basic Resources,43791,Canada,GBX,MAIN MARKET,Standard Shares,SSQ3,SQS3
TAST,TASTY PLC,ORD 0.1P,GB00B17MN067,SHRS,Shares,Consumer Discretionary,Travel and Leisure,39162,United Kingdom,GBX,AIM,,ASX1,AIMP
TGBA,TATA CONSUMER PRODUCTS LIMITED,GDS (EACH REPR 1 INR10)(144 A),US8765691048,DPRS,Depositary receipts,Consumer Staples ,"Food, Beverage and Tobacco ",39112,India,USD,PROFESSIONAL SECURITIES MARKET,Standard GDRs,MISC,INPE
